timestamp,username,file_name,file_path,action,destination,device_name
2026-02-07T20:49:08.753267,lmartin,api_keys.xlsx,\\fileserver01\HR\api_keys.xlsx,Copied,USB Drive,LMARTIN-LAPTOP
2026-02-07T20:49:08.753283,jdoe,creds.csv,\\fileserver01\IT\creds.csv,Modified,Google Drive,JDOE-LAPTOP
2026-02-07T20:49:08.753299,dlee,security_overview.rtf,C:\Temp\security_overview.rtf,Uploaded,USB Drive,DLEE-LAPTOP
2026-02-07T20:49:08.753316,lmartin,vpn_creds.csv,C:\Temp\vpn_creds.csv,Created,USB Drive,LMARTIN-LAPTOP
2026-02-07T20:49:08.753332,lmartin,ssh_logins.txt,C:\Temp\ssh_logins.txt,Created,Email Attachment,LMARTIN-LAPTOP
2026-02-07T20:49:08.753348,tsanders,db_logins.txt,C:\Temp\db_logins.txt,Copied,OneDrive,TSANDERS-LAPTOP
2026-02-07T20:49:08.753365,lmartin,master_passwords.txt,C:\Users\lmartin\Downloads\master_passwords.txt,Modified,Email Attachment,LMARTIN-LAPTOP
2026-02-07T20:49:08.753382,bwilliams,ssh_logins.txt,C:\Users\bwilliams\Downloads\ssh_logins.txt,Copied,Local Disk,BWILLIAMS-LAPTOP
2026-02-07T20:49:08.753402,knguyen,logins.txt,\\fileserver01\IT\logins.txt,Moved,USB Drive,KNGUYEN-LAPTOP
2026-02-07T20:49:08.753419,cjohnson,creds.csv,C:\Users\cjohnson\Documents\creds.csv,Modified,Google Drive,CJOHNSON-LAPTOP
2026-02-07T20:49:08.753437,jdoe,ssh_logins.txt,C:\Users\jdoe\Documents\ssh_logins.txt,Created,USB Drive,JDOE-LAPTOP
2026-02-07T20:49:08.753453,asmith,prod_passwords.txt,\\fileserver01\HR\prod_passwords.txt,Copied,Email Attachment,ASMITH-LAPTOP
2026-02-07T20:49:08.753469,asmith,credentials.xlsx,C:\Users\asmith\Documents\credentials.xlsx,Uploaded,OneDrive,ASMITH-LAPTOP
2026-02-07T20:49:08.753485,lmartin,prod_passwords.txt,C:\Users\lmartin\Documents\prod_passwords.txt,Created,OneDrive,LMARTIN-LAPTOP
2026-02-07T20:49:08.753502,rpatel,master_passwords.txt,C:\Users\rpatel\Documents\master_passwords.txt,Modified,USB Drive,RPATEL-LAPTOP
2026-02-07T20:49:08.753518,knguyen,api_keys.xlsx,C:\Shared\api_keys.xlsx,Uploaded,Google Drive,KNGUYEN-LAPTOP
